lon,lat,age (Ma),Cu (Mt),source,label
10.06138889,62.8225,510.0,0.00252,Mosier_2009,positive
21.58333333,69.71111111,470.0,0.02535,Mosier_2009,positive
5.996944444,60.08972222,430.0,0.00132,Mosier_2009,positive
5.301944444,59.19083333,470.0,0.0425,Mosier_2009,positive
11.21833333,63.7525,470.0,0.01,Mosier_2009,positive
56.42,24.33,100.0,0.06,Mosier_2009,positive
56.38,24.55,100.0,0.02,Mosier_2009,positive
56.44,24.45,100.0,0.32,Mosier_2009,positive
-75.98888889,-13.07472222,100.0,,Mosier_2009,positive
-77.14027778,-11.3625,100.0,0.003,Mosier_2009,positive
-76.48333333,-12.16666667,80.0,0.0,Mosier_2009,positive
-76.6225,-12.69805556,128.0,0.468,Mosier_2009,positive
-80.33805556,-4.934166667,100.0,1.86394,Mosier_2009,positive
65.05861111,28.84305556,50.0,,Mosier_2009,positive
122.1333333,7.283333333,20.0,0.029106,Mosier_2009,positive
125.2683333,11.795,20.0,0.1677,Mosier_2009,positive
122.0280556,10.84166667,50.0,0.0010619999999999,Mosier_2009,positive
122.0469444,10.85944444,50.0,0.0047599999999999,Mosier_2009,positive
122.0897222,10.89222222,50.0,0.001628,Mosier_2009,positive
122.9805556,11.45833333,30.0,0.001884,Mosier_2009,positive
126.0902778,9.160555556,100.0,0.00396,Mosier_2009,positive
120.7722222,16.86583333,20.0,0.184269,Mosier_2009,positive
120.6763889,18.04361111,20.0,0.065608,Mosier_2009,positive
120.7,18.38333333,20.0,0.0015,Mosier_2009,positive
121.2,14.76666667,20.0,0.003,Mosier_2009,positive
121.1666667,14.91666667,20.0,0.0008,Mosier_2009,positive
120.65,16.38805556,20.0,0.0186,Mosier_2009,positive
-8.163333333,37.86805556,352.0,,Mosier_2009,positive
-7.751111111,38.275,510.0,0.0,Mosier_2009,positive
-8.155833333,37.88277778,320.0,0.09,Mosier_2009,positive
-8.153055556,37.87333333,320.0,,Mosier_2009,positive
-8.201944444,37.87222222,320.0,0.39064,Mosier_2009,positive
-8.460555556,38.21972222,356.0,0.0175,Mosier_2009,positive
-8.426111111,38.03222222,320.0,0.35,Mosier_2009,positive
-8.174444444,37.88083333,320.0,,Mosier_2009,positive
-7.972222222,37.57388889,370.0,3.2193,Mosier_2009,positive
-8.6625,37.78277778,340.0,0.3,Mosier_2009,positive
-7.490277778,37.66777778,320.0,0.3375,Mosier_2009,positive
-8.177777778,37.88388889,340.0,0.392631,Mosier_2009,positive
59.3725,53.51583333,390.0,0.448,Mosier_2009,positive
58.18444444,52.43611111,395.0,0.03419,Mosier_2009,positive
58.24166667,52.88333333,380.0,0.03,Mosier_2009,positive
58.36305556,52.36277778,395.0,0.105,Mosier_2009,positive
57.66555556,51.45305556,440.0,0.25476,Mosier_2009,positive
58.16361111,51.95555556,395.0,0.57,Mosier_2009,positive
59.40472222,54.09833333,380.0,0.2413999999999999,Mosier_2009,positive
95.60444444,52.02166667,530.0,0.0075,Mosier_2009,positive
59.51888889,51.27111111,375.0,0.21804,Mosier_2009,positive
58.48805556,51.46277778,390.0,6.565999999999999,Mosier_2009,positive
57.91666667,52.45,430.0,0.108,Mosier_2009,positive
59.6275,58.44583333,435.0,,Mosier_2009,positive
85.80972222,54.37916667,530.0,0.10944,Mosier_2009,positive
59.9,57.5,425.0,,Mosier_2009,positive
141.1441667,66.44722222,145.0,0.0419999999999999,Mosier_2009,positive
57.69388889,51.40611111,440.0,0.4608,Mosier_2009,positive
82.3175,51.28,374.0,0.365,Mosier_2009,positive
95.58555556,52.01777778,530.0,0.0845,Mosier_2009,positive
59.47555556,50.92944444,425.0,0.2177999999999999,Mosier_2009,positive
59.91666667,57.58333333,430.0,0.2268,Mosier_2009,positive
81.22111111,51.21444444,380.0,,Mosier_2009,positive
59.87833333,57.45,430.0,,Mosier_2009,positive
91.47583333,53.01027778,530.0,,Mosier_2009,positive
58.30472222,51.99583333,390.0,0.08456,Mosier_2009,positive
59.42138889,54.085,380.0,0.352,Mosier_2009,positive
59.96666667,57.43333333,425.0,,Mosier_2009,positive
59.86666667,57.53333333,425.0,,Mosier_2009,positive
58.255,52.02222222,390.0,0.4535999999999999,Mosier_2009,positive
59.34916667,54.20166667,380.0,0.1566,Mosier_2009,positive
58.44666667,52.045,390.0,2.1445199999999995,Mosier_2009,positive
81.18166667,51.43138889,375.0,0.0,Mosier_2009,positive
85.78444444,54.23972222,530.0,0.15,Mosier_2009,positive
82.77694444,50.97972222,374.0,,Mosier_2009,positive
58.63916667,52.695,390.0,1.15,Mosier_2009,positive
81.95333333,51.42361111,377.0,0.0,Mosier_2009,positive
59.37083333,54.13777778,380.0,0.1130999999999999,Mosier_2009,positive
59.80305556,60.75111111,430.0,0.14208,Mosier_2009,positive
58.22166667,52.43777778,395.0,0.1358,Mosier_2009,positive
58.22444444,52.88222222,395.0,0.0594,Mosier_2009,positive
59.425,54.30638889,380.0,2.3052,Mosier_2009,positive
85.4025,54.44861111,530.0,0.254,Mosier_2009,positive
85.83194444,54.33416667,530.0,,Mosier_2009,positive
59.33777778,54.13277778,380.0,1.1424,Mosier_2009,positive
145.8908333,44.24583333,8.0,0.002,Mosier_2009,positive
59.61777778,59.82416667,433.0,0.1164659999999999,Mosier_2009,positive
58.265,52.225,395.0,,Mosier_2009,positive
58.32722222,52.50527778,395.0,0.0111999999999999,Mosier_2009,positive
59.36777778,54.14833333,380.0,0.7449000000000001,Mosier_2009,positive
57.57055556,51.38361111,440.0,0.05888,Mosier_2009,positive
58.12805556,52.16611111,395.0,2.033,Mosier_2009,positive
58.31305556,52.41972222,395.0,0.03108,Mosier_2009,positive
81.67277778,51.82472222,370.0,0.0608999999999999,Mosier_2009,positive
58.87111111,51.30472222,385.0,0.03,Mosier_2009,positive
59.28472222,54.18777778,385.0,0.4589999999999999,Mosier_2009,positive
82.11888889,51.17611111,385.0,0.0133499999999999,Mosier_2009,positive
82.18416667,51.1525,385.0,0.04,Mosier_2009,positive
81.43527778,50.99055556,380.0,0.29,Mosier_2009,positive
-6.857777778,37.77777778,320.0,0.044,Mosier_2009,positive
-6.853333333,37.77805556,320.0,,Mosier_2009,positive
-7.096666667,37.57222222,320.0,,Mosier_2009,positive
-6.789722222,37.78833333,340.0,0.072,Mosier_2009,positive
-6.719166667,37.76694444,340.0,0.02775,Mosier_2009,positive
-8.323055556,42.88472222,430.0,0.099,Mosier_2009,positive
-6.248611111,37.51694444,340.0,0.4589999999999999,Mosier_2009,positive
-8.349166667,42.87777778,430.0,0.11,Mosier_2009,positive
-7.336944444,37.60861111,320.0,0.0128,Mosier_2009,positive
-6.827222222,37.54055556,340.0,0.008827,Mosier_2009,positive
-7.119444444,37.58027778,340.0,,Mosier_2009,positive
-6.250277778,37.52194444,320.0,0.0834,Mosier_2009,positive
-7.028611111,37.77222222,340.0,0.01675,Mosier_2009,positive
-6.7625,37.63666667,340.0,0.0235599999999999,Mosier_2009,positive
-6.369444444,37.69027778,340.0,0.022,Mosier_2009,positive
-6.678333333,37.77833333,340.0,0.318345,Mosier_2009,positive
-6.821111111,37.78277778,340.0,0.0608999999999999,Mosier_2009,positive
-7.118055556,37.585,340.0,1.32,Mosier_2009,positive
-8.491666667,42.84972222,430.0,0.0133,Mosier_2009,positive
-6.7875,37.63805556,320.0,0.0003,Mosier_2009,positive
-7.293611111,37.61527778,340.0,0.07811,Mosier_2009,positive
-6.564722222,37.73472222,320.0,0.00119,Mosier_2009,positive
-6.850555556,37.55416667,320.0,0.00035,Mosier_2009,positive
-7.020833333,37.76527778,340.0,0.0144,Mosier_2009,positive
-6.753888889,37.55888889,320.0,0.0558,Mosier_2009,positive
-6.928333333,37.58416667,340.0,0.02085,Mosier_2009,positive
-6.8525,37.70916667,340.0,1.968,Mosier_2009,positive
-7.165833333,37.62833333,340.0,0.0342,Mosier_2009,positive
-6.968055556,37.7525,320.0,0.0059,Mosier_2009,positive
-6.093333333,37.50111111,354.0,1.2596500000000002,Mosier_2009,positive
-6.928888889,37.80444444,340.0,0.03897,Mosier_2009,positive
-6.227777778,37.52111111,340.0,,Mosier_2009,positive
-7.323055556,37.67333333,340.0,0.0185,Mosier_2009,positive
-6.832222222,37.54111111,340.0,,Mosier_2009,positive
-6.830277778,37.61527778,340.0,0.50688,Mosier_2009,positive
-6.814444444,37.77861111,340.0,0.0774,Mosier_2009,positive
-5.131111111,38.195,400.0,,Mosier_2009,positive
-7.335555556,37.73472222,340.0,0.0196799999999999,Mosier_2009,positive
-6.555,37.72666667,340.0,0.065,Mosier_2009,positive
-6.877777778,37.7075,340.0,0.0419999999999999,Mosier_2009,positive
-6.655277778,37.74861111,340.0,0.0213499999999999,Mosier_2009,positive
-7.0925,37.59138889,340.0,0.00143,Mosier_2009,positive
-6.096944444,38.65583333,600.0,,Mosier_2009,positive
-6.584444444,37.70416667,350.0,1.30377,Mosier_2009,positive
-7.347222222,37.675,340.0,0.1427999999999999,Mosier_2009,positive
-6.562777778,37.70583333,340.0,0.432,Mosier_2009,positive
-6.6525,37.76138889,320.0,0.0021,Mosier_2009,positive
-5.468888889,37.80361111,430.0,,Mosier_2009,positive
-7.110277778,37.59611111,340.0,0.8925,Mosier_2009,positive
-6.748611111,37.76194444,340.0,0.03596,Mosier_2009,positive
-6.763333333,37.51722222,340.0,0.004025,Mosier_2009,positive
-6.677777778,37.77416667,320.0,0.0525,Mosier_2009,positive
-6.967777778,37.80027778,320.0,0.171,Mosier_2009,positive
-6.801111111,37.63694444,320.0,0.0464799999999999,Mosier_2009,positive
-7.288611111,37.66694444,320.0,0.015,Mosier_2009,positive
-6.835555556,37.785,320.0,0.0002,Mosier_2009,positive
-6.847777778,37.58805556,320.0,0.4211200000000001,Mosier_2009,positive
-6.598055556,37.69555556,320.0,0.003971,Mosier_2009,positive
-7.441388889,37.68777778,320.0,0.0127,Mosier_2009,positive
-7.113055556,37.58416667,320.0,0.0006,Mosier_2009,positive
14.42638889,65.06777778,430.0,0.00092,Mosier_2009,positive
14.77361111,65.44083333,430.0,0.0003839999999999,Mosier_2009,positive
14.57388889,65.20555556,470.0,0.010582,Mosier_2009,positive
14.40222222,65.09861111,430.0,0.001513,Mosier_2009,positive
41.505,41.23611111,80.0,,Mosier_2009,positive
38.30972222,40.84888889,80.0,0.008836,Mosier_2009,positive
39.65916667,38.38027778,80.0,0.70854,Mosier_2009,positive
41.57833333,41.24138889,80.0,0.66512,Mosier_2009,positive
41.51638889,41.31305556,80.0,0.002862,Mosier_2009,positive
41.5975,41.25527778,80.0,0.1925,Mosier_2009,positive
39.54555556,38.34527778,80.0,0.00064,Mosier_2009,positive
38.89833333,40.94861111,80.0,0.0338,Mosier_2009,positive
41.81388889,41.285,80.0,0.0075,Mosier_2009,positive
38.87861111,40.92833333,80.0,0.0362,Mosier_2009,positive
39.23194444,40.54444444,80.0,0.004313,Mosier_2009,positive
39.0,40.96666667,80.0,0.00216,Mosier_2009,positive
38.68305556,40.81694444,80.0,0.00425,Mosier_2009,positive
38.70888889,40.82055556,80.0,0.1,Mosier_2009,positive
38.84611111,41.0,80.0,0.32571,Mosier_2009,positive
39.45111111,40.59611111,80.0,0.023579,Mosier_2009,positive
40.11472222,40.87472222,80.0,0.009,Mosier_2009,positive
33.69194444,41.80805556,170.0,0.29512,Mosier_2009,positive
33.70305556,41.79666667,170.0,0.0968,Mosier_2009,positive
40.07694444,40.87916667,80.0,0.03024,Mosier_2009,positive
41.81833333,41.25,80.0,0.0186,Mosier_2009,positive
38.69833333,40.84166667,80.0,0.154014,Mosier_2009,positive
40.75833333,41.04638889,80.0,0.8639999999999999,Mosier_2009,positive
42.13916667,38.05305556,80.0,0.403,Mosier_2009,positive
41.16777778,41.16444444,80.0,0.0138,Mosier_2009,positive
39.66611111,38.38638889,65.0,0.057558,Mosier_2009,positive
-156.3813889,67.17166667,360.0,1.48,Mosier_2009,positive
-147.9,60.04638889,20.0,0.0765,Mosier_2009,positive
-155.7566667,67.14722222,360.0,0.051,Mosier_2009,positive
-144.2583333,63.26944444,390.0,0.0132,Mosier_2009,positive
-144.225,63.26444444,360.0,,Mosier_2009,positive
-147.3719444,63.75416667,363.0,0.0058,Mosier_2009,positive
-147.8502778,63.03361111,60.0,0.01872,Mosier_2009,positive
-144.0861111,63.25027778,390.0,0.089741,Mosier_2009,positive
-132.3866667,55.28916667,600.0,0.00119,Mosier_2009,positive
-132.1375,55.05972222,600.0,,Mosier_2009,positive
-152.7877778,62.56055556,200.0,,Mosier_2009,positive
-157.21,67.30305556,360.0,,Mosier_2009,positive
-155.0266667,67.075,360.0,0.3495999999999999,Mosier_2009,positive
-156.6458333,67.20861111,360.0,,Mosier_2009,positive
-144.0333333,63.26166667,390.0,0.0009,Mosier_2009,positive
-147.2663889,63.8425,363.0,0.0027999999999999,Mosier_2009,positive
-85.83805556,33.36083333,390.0,0.033,Mosier_2009,positive
-120.3169444,37.60111111,170.0,0.011648,Mosier_2009,positive
-122.4997222,40.72583333,390.0,0.0588,Mosier_2009,positive
-121.4319444,39.68861111,170.0,0.00057,Mosier_2009,positive
-123.0886111,41.81583333,160.0,0.0073799999999999,Mosier_2009,positive
-120.2555556,37.56611111,170.0,0.000396,Mosier_2009,positive
-121.23,39.35333333,170.0,0.0002,Mosier_2009,positive
-122.2036111,40.80027778,260.0,0.0235599999999999,Mosier_2009,positive
-121.2883333,39.02916667,170.0,0.06,Mosier_2009,positive
-122.5213889,40.72666667,390.0,0.00172,Mosier_2009,positive
-123.3713889,41.86333333,170.0,0.040768,Mosier_2009,positive
-122.5277778,40.67527778,390.0,0.246644,Mosier_2009,positive
-123.4991667,40.03194444,108.0,,Mosier_2009,positive
-122.5086111,40.71944444,390.0,0.0066,Mosier_2009,positive
-120.6466667,37.98444444,170.0,0.02844,Mosier_2009,positive
-122.4544444,40.76111111,390.0,0.12183,Mosier_2009,positive
-120.8875,38.34111111,170.0,0.005265,Mosier_2009,positive
-120.6480556,37.9875,170.0,0.00462,Mosier_2009,positive
-120.4538889,37.72138889,170.0,0.00294,Mosier_2009,positive
-120.8738889,38.23055556,170.0,0.037312,Mosier_2009,positive
-120.7494444,37.96083333,170.0,0.00037,Mosier_2009,positive
-122.4975,40.73166667,390.0,,Mosier_2009,positive
-121.2761111,39.12611111,170.0,0.007,Mosier_2009,positive
-122.5144444,40.71083333,390.0,0.0045,Mosier_2009,positive
-122.4630556,40.78138889,390.0,,Mosier_2009,positive
-121.2472222,38.97083333,170.0,,Mosier_2009,positive
-121.2833333,39.18111111,150.0,0.038216,Mosier_2009,positive
-84.79194444,33.8875,550.0,0.0014,Mosier_2009,positive
-85.08055556,33.85833333,550.0,0.00171,Mosier_2009,positive
-116.6702778,45.22916667,280.0,0.1521,Mosier_2009,positive
-70.21416667,45.335,500.0,0.01122,Mosier_2009,positive
-68.73333333,46.73833333,450.0,0.4619999999999999,Mosier_2009,positive
-67.22694444,44.96888889,430.0,0.007,Mosier_2009,positive
-67.2225,44.96555556,430.0,0.000975,Mosier_2009,positive
-68.7275,44.21555556,600.0,0.00211,Mosier_2009,positive
-68.63055556,44.41111111,510.0,0.00116,Mosier_2009,positive
-68.7725,44.41611111,390.0,0.000345,Mosier_2009,positive
-70.95833333,45.19166667,440.0,0.03515,Mosier_2009,positive
-68.46388889,46.13666667,450.0,0.039,Mosier_2009,positive
-68.81027778,44.34861111,415.0,0.01,Mosier_2009,positive
-68.74944444,44.37666667,390.0,0.0013,Mosier_2009,positive
-72.87138889,42.6975,470.0,,Mosier_2009,positive
-72.25138889,43.43111111,470.0,0.0016,Mosier_2009,positive
-71.2575,44.57861111,470.0,0.01125,Mosier_2009,positive
-71.94861111,43.93722222,470.0,0.0005,Mosier_2009,positive
-117.5602778,40.54305556,300.0,0.01,Mosier_2009,positive
-116.8583333,45.02638889,270.0,0.0144839999999999,Mosier_2009,positive
-123.5994444,42.05055556,300.0,0.00249,Mosier_2009,positive
-123.7566667,42.0,157.0,0.136,Mosier_2009,positive
-78.55555556,37.43888889,550.0,0.00432,Mosier_2009,positive
-78.51083333,37.43666667,550.0,0.0049,Mosier_2009,positive
-77.7975,38.17583333,550.0,0.0,Mosier_2009,positive
-72.3575,43.88055556,423.0,0.0005,Mosier_2009,positive
-120.7877778,48.19361111,220.0,,Mosier_2009,positive
