lon,lat,age (Ma),Cu (Mt),source,label
112.685,47.1111,290.0,,Magnin_2025,positive
-120.42332,50.64331,204.0,0.0208,Magnin_2025,positive
-131.45,57.11667,208.8,8.599046000000001,Magnin_2025,positive
126.013,8.257,12.81,,Magnin_2025,positive
89.95138,29.59579,13.99,,Magnin_2025,positive
63.608,29.395,36.1,,Magnin_2025,positive
80.3887,33.3213,112.0,,Magnin_2025,positive
43.6557,41.9471,35.0,,Magnin_2025,positive
-65.51944,48.96667,348.0,1.8648,Magnin_2025,positive
47.1332,38.6004,24.2,,Magnin_2025,positive
82.0,32.0,85.5,0.0603,Magnin_2025,positive
57.3583,33.1667,65.1,,Magnin_2025,positive
45.79479,40.58083,138.0,0.0363,Magnin_2025,positive
139.6222,52.7382,78.25,,Magnin_2025,positive
98.56466,30.44417,43.8,0.505,Magnin_2025,positive
46.0497,38.9771,19.62,,Magnin_2025,positive
29.2749,39.8936,46.4,,Magnin_2025,positive
-125.41082,49.68441,49.0,,Magnin_2025,positive
148.02978,-33.36019,436.5,,Magnin_2025,positive
-68.96891,-22.41082,38.1,,Magnin_2025,positive
-120.99302,50.54141,206.3,0.5418925499999999,Magnin_2025,positive
95.603,5.012,14.0,,Magnin_2025,positive
45.9749,39.1484,19.62,,Magnin_2025,positive
102.7427,48.686,290.0,,Magnin_2025,positive
47.0017,38.6601,19.62,,Magnin_2025,positive
46.4,38.85,28.2,,Magnin_2025,positive
46.0639,38.8897,39.52,,Magnin_2025,positive
-137.30392,62.6439,76.5,,Magnin_2025,positive
-121.03333,49.16667,22.0,0.6615000000000001,Magnin_2025,positive
-122.28752,52.51811,212.6,2.5819557000000004,Magnin_2025,positive
152.4043,-26.14043,242.5,,Magnin_2025,positive
-110.94352,33.33285,61.0,0.156,Magnin_2025,positive
-120.97917,48.19778,21.0,6.346,Magnin_2025,positive
-131.79422,58.2136,218.0,,Magnin_2025,positive
-130.25892,57.6558,205.1,0.2827434,Magnin_2025,positive
55.4361,30.2125,14.18,,Magnin_2025,positive
-108.33111,32.55304,57.5,,Magnin_2025,positive
146.45,-6.88333,8.781,8.97,Magnin_2025,positive
97.2475,41.6359,404.0,,Magnin_2025,positive
149.08149,-33.51271,436.5,,Magnin_2025,positive
45.8655,39.3341,19.62,,Magnin_2025,positive
52.4669,33.9826,44.95,,Magnin_2025,positive
46.0806,40.5134,135.0,,Magnin_2025,positive
-137.19362,62.0775,76.5,,Magnin_2025,positive
22.96288,42.79224,83.25,,Magnin_2025,positive
-126.15722,54.94451,51.2,0.28644,Magnin_2025,positive
137.1144,-4.0461,2.54,24.0,Magnin_2025,positive
147.46,-34.3165,436.4,,Magnin_2025,positive
-120.29752,50.58141,204.0,,Magnin_2025,positive
-130.63919,57.12945,208.8,,Magnin_2025,positive
148.05647,-32.93435,439.2,,Magnin_2025,positive
-71.33,-38.71,83.25,,Magnin_2025,positive
122.535,10.436,24.94,,Magnin_2025,positive
120.782,16.864,3.5,1.4018000000000002,Magnin_2025,positive
41.9562,41.1315,50.82,0.4,Magnin_2025,positive
46.7667,38.5833,19.62,,Magnin_2025,positive
-122.23392,52.50331,215.0,,Magnin_2025,positive
-110.03522,32.08308,57.5,2.8726656000000004,Magnin_2025,positive
29.6344,39.8761,28.47,,Magnin_2025,positive
41.46878,39.89318,47.49,,Magnin_2025,positive
57.3083,29.3667,14.18,,Magnin_2025,positive
104.8,46.6333,290.0,,Magnin_2025,positive
128.633,35.3,85.0,,Magnin_2025,positive
39.22057,40.48187,47.06,,Magnin_2025,positive
39.5088,40.6616,50.7,0.5585999999999999,Magnin_2025,positive
102.53972,22.88176,35.47,,Magnin_2025,positive
46.65,38.8167,27.05,1.14,Magnin_2025,positive
57.5833,35.9833,99.7,,Magnin_2025,positive
26.8537,39.9383,39.56,1.02371136,Magnin_2025,positive
59.8,34.2,44.95,,Magnin_2025,positive
23.1554,46.12888,13.8,,Magnin_2025,positive
46.0539,39.22872,43.14,0.0468,Magnin_2025,positive
-125.40442,51.29081,7.0,,Magnin_2025,positive
-108.09056,32.84639,58.5,4.7804,Magnin_2025,positive
46.07,39.24,43.14,0.0468,Magnin_2025,positive
44.4841,40.6307,29.34,0.6555,Magnin_2025,positive
-72.34848,-14.16924,33.85,5.3235,Magnin_2025,positive
47.374,37.405,28.47,,Magnin_2025,positive
-125.16282,55.27081,186.9,,Magnin_2025,positive
-125.95692,49.24781,49.0,,Magnin_2025,positive
-120.01362,49.51781,193.0,0.0370139,Magnin_2025,positive
-112.36,47.02583,44.5,1.0872,Magnin_2025,positive
95.2516,43.8003,405.0,,Magnin_2025,positive
-66.8,18.24389,38.3,0.54,Magnin_2025,positive
97.57725,31.45805,41.5,,Magnin_2025,positive
-127.89252,50.69391,193.0,0.0003599999999999,Magnin_2025,positive
5.912,50.304,419.0,0.034,Magnin_2025,positive
159.73333,-9.36667,22.5,,Magnin_2025,positive
-121.04832,50.48561,206.3,5.488676000000001,Magnin_2025,positive
-120.99812,50.43171,208.3,0.7049000000000001,Magnin_2025,positive
128.09167,-3.61167,3.55,,Magnin_2025,positive
-120.63222,50.74751,204.0,,Magnin_2025,positive
-124.35922,49.94061,83.25,0.2459999999999999,Magnin_2025,positive
122.56153,9.71851,30.0,1.11755,Magnin_2025,positive
147.337,-34.1971,436.5,,Magnin_2025,positive
99.889,28.1284,78.9,0.303,Magnin_2025,positive
126.07917,7.3125,12.81,,Magnin_2025,positive
148.01254,-32.97544,439.0,,Magnin_2025,positive
-141.21806,62.05111,111.0,0.09,Magnin_2025,positive
55.75,29.9083,19.62,,Magnin_2025,positive
102.309,35.565,219.15,,Magnin_2025,positive
-127.17812,53.68111,82.0,0.7250608399999998,Magnin_2025,positive
-127.85812,50.67531,170.0,2.1356136,Magnin_2025,positive
109.9301,43.109,290.0,,Magnin_2025,positive
109.25,0.8333,105.0,,Magnin_2025,positive
157.63333,55.26667,14.18,,Magnin_2025,positive
54.9583,30.5333,9.8,0.22909,Magnin_2025,positive
113.1406,49.0633,290.0,,Magnin_2025,positive
100.3,48.7167,290.0,,Magnin_2025,positive
40.7255,40.685,83.25,,Magnin_2025,positive
27.71293,41.83334,75.0,0.6864299999999999,Magnin_2025,positive
40.7029,40.7676,83.25,,Magnin_2025,positive
-120.55562,49.29391,201.6,,Magnin_2025,positive
129.233,35.3,69.0,,Magnin_2025,positive
122.45,9.85,24.94,,Magnin_2025,positive
-69.87139,-26.76611,63.0,1.881809,Magnin_2025,positive
-66.7625,-25.14444,15.0,0.18,Magnin_2025,positive
-68.79361,-34.63889,265.0,,Magnin_2025,positive
-75.3,4.18333,131.0,,Magnin_2025,positive
104.0167,49.2333,290.0,,Magnin_2025,positive
-101.66054,18.88596,35.6,0.0903,Magnin_2025,positive
-121.03141,49.17778,22.0,0.2132530999999999,Magnin_2025,positive
-78.817,8.917,28.47,,Magnin_2025,positive
146.713,-8.25,4.9,,Magnin_2025,positive
-125.98692,49.26581,49.0,,Magnin_2025,positive
-120.43752,50.65471,204.0,0.0096,Magnin_2025,positive
-127.47502,50.59971,174.0,1.28733,Magnin_2025,positive
38.5219,38.3413,81.0,,Magnin_2025,positive
40.9047,40.5777,130.1,0.378,Magnin_2025,positive
-114.14265,35.36235,73.3,1.27878597,Magnin_2025,positive
-159.4223,55.8876,7.15,,Magnin_2025,positive
25.58167,46.49056,5.0,,Magnin_2025,positive
-93.06021,17.24703,3.0,,Magnin_2025,positive
-120.97812,50.47501,206.7,1.118,Magnin_2025,positive
103.4333,48.7833,290.0,,Magnin_2025,positive
-124.95612,55.10501,131.0,0.081,Magnin_2025,positive
-120.50812,49.31281,201.6,,Magnin_2025,positive
-125.42057,55.90667,182.4,,Magnin_2025,positive
22.92222,41.11667,18.0,,Magnin_2025,positive
-120.91362,50.44451,206.3,,Magnin_2025,positive
91.76471,29.70282,14.66,7.325052,Magnin_2025,positive
98.55608,30.02438,40.7,,Magnin_2025,positive
99.5014,49.3347,290.0,,Magnin_2025,positive
46.1728,39.056,19.62,,Magnin_2025,positive
109.954,34.3323,138.4,0.392,Magnin_2025,positive
117.267,24.37,83.25,,Magnin_2025,positive
88.78132,29.68558,49.2,0.18017,Magnin_2025,positive
88.78132,29.68558,15.3,,Magnin_2025,positive
-110.065,32.09861,53.0,1.2225,Magnin_2025,positive
-120.30032,50.57531,204.0,,Magnin_2025,positive
-69.54861,-28.43583,24.82,4.38228,Magnin_2025,positive
-120.51612,49.34501,201.6,0.11856,Magnin_2025,positive
-78.58333,0.33333,6.4,8.7398,Magnin_2025,positive
37.4117,40.7833,83.25,,Magnin_2025,positive
38.6171,39.3521,48.5,,Magnin_2025,positive
-113.72321,35.09438,57.5,,Magnin_2025,positive
64.2588,29.4957,19.5,,Magnin_2025,positive
54.75,30.6167,8.48,,Magnin_2025,positive
22.90833,41.80722,34.0,,Magnin_2025,positive
46.1369,39.1403,26.86,4.973935999999999,Magnin_2025,positive
90.9891,36.7596,219.0,,Magnin_2025,positive
52.4653,32.9257,15.17,0.42,Magnin_2025,positive
51.5833,33.6333,19.62,,Magnin_2025,positive
55.0133,30.3976,8.48,,Magnin_2025,positive
145.86,-6.2,7.8,0.099,Magnin_2025,positive
57.75,34.175,74.3,,Magnin_2025,positive
91.8175,42.6579,299.0,,Magnin_2025,positive
58.45,35.9333,44.52,,Magnin_2025,positive
58.399,35.417,39.52,,Magnin_2025,positive
157.3,54.7,14.18,,Magnin_2025,positive
54.238,33.399,53.0,0.637,Magnin_2025,positive
46.27,39.08,31.0,,Magnin_2025,positive
126.01,8.515,12.81,,Magnin_2025,positive
147.3622,-34.1151,436.4,,Magnin_2025,positive
127.58333,-0.517,14.18,0.21,Magnin_2025,positive
26.634,39.9364,40.0,,Magnin_2025,positive
33.5417,39.8852,75.0,,Magnin_2025,positive
45.7984,40.5793,135.0,0.17845,Magnin_2025,positive
38.6963,39.3102,48.63,0.19584377,Magnin_2025,positive
29.599,39.8335,28.47,,Magnin_2025,positive
24.12099,42.69434,86.0,0.1281,Magnin_2025,positive
25.7875,41.02333,32.6,,Magnin_2025,positive
29.1204,40.6442,44.95,,Magnin_2025,positive
46.3977,39.2331,144.7,0.41967,Magnin_2025,positive
41.1441,40.9694,83.25,,Magnin_2025,positive
121.314,13.63,14.18,,Magnin_2025,positive
38.671,40.5893,49.95,,Magnin_2025,positive
38.7224,38.8224,74.08,0.00405,Magnin_2025,positive
45.8603,40.5867,135.0,,Magnin_2025,positive
81.7814,44.7153,317.0,,Magnin_2025,positive
140.21306,57.80833,78.25,,Magnin_2025,positive
158.074,-8.753,1.25,,Magnin_2025,positive
119.87222,-21.79167,3315.0,,Magnin_2025,positive
-119.47121,48.98804,179.0,0.8012743100000002,Magnin_2025,positive
-126.75942,57.06001,201.2,0.79827393,Magnin_2025,positive
-126.75082,57.00581,201.2,0.34725,Magnin_2025,positive
83.2784,44.2052,313.9,,Magnin_2025,positive
-117.75,40.26667,29.0,,Magnin_2025,positive
120.6,16.36667,2.9,0.23436,Magnin_2025,positive
138.7567,52.6072,78.25,,Magnin_2025,positive
-130.26891,56.4675,196.0,1.056,Magnin_2025,positive
58.545,28.545,7.25,0.575,Magnin_2025,positive
51.772,33.386,19.62,,Magnin_2025,positive
104.5,45.6,290.0,,Magnin_2025,positive
106.15,49.6833,290.0,,Magnin_2025,positive
103.3159,48.7014,290.0,,Magnin_2025,positive
60.9317,28.7266,6.1,,Magnin_2025,positive
45.8476,40.7016,133.3,0.082942,Magnin_2025,positive
106.5127,42.8036,290.0,,Magnin_2025,positive
104.1667,49.3333,290.0,,Magnin_2025,positive
106.4167,48.0,290.0,,Magnin_2025,positive
104.8294,45.7789,290.0,,Magnin_2025,positive
104.9667,46.5833,290.0,,Magnin_2025,positive
103.65,49.13333,300.0,,Magnin_2025,positive
102.9264,43.1482,290.0,,Magnin_2025,positive
101.9215,48.9042,290.0,,Magnin_2025,positive
53.7083,31.8833,19.62,,Magnin_2025,positive
103.1667,48.2333,290.0,,Magnin_2025,positive
98.3649,43.9789,290.0,,Magnin_2025,positive
110.9333,45.8667,290.0,,Magnin_2025,positive
112.8417,49.0167,290.0,,Magnin_2025,positive
102.1167,48.75,290.0,,Magnin_2025,positive
103.6333,46.2833,290.0,,Magnin_2025,positive
-131.88362,58.2406,218.0,,Magnin_2025,positive
46.6395,38.609,20.1,,Magnin_2025,positive
-154.315,60.35306,60.0,0.18,Magnin_2025,positive
142.657,-5.424,3.55,0.7752499999999999,Magnin_2025,positive
-5.46573,56.26324,418.0,,Magnin_2025,positive
-120.35442,50.62751,204.0,,Magnin_2025,positive
-130.24362,57.6539,205.1,0.746262,Magnin_2025,positive
125.975,7.19167,11.4,2.8431379599999995,Magnin_2025,positive
148.0383,-32.3727,436.5,,Magnin_2025,positive
26.7372,40.0522,28.3,,Magnin_2025,positive
63.2892,29.3719,18.35,,Magnin_2025,positive
-109.28805,43.87097,40.2,0.89794555,Magnin_2025,positive
18.08,43.94,17.5,,Magnin_2025,positive
29.1833,38.4833,14.49,0.10269,Magnin_2025,positive
139.1522,-34.8737,490.0,,Magnin_2025,positive
150.8774,-24.6637,235.0,0.3,Magnin_2025,positive
89.9072,54.3236,470.0,0.3,Magnin_2025,positive
28.07434,41.69141,83.25,,Magnin_2025,positive
62.03,51.67,310.0,0.5760000000000001,Magnin_2025,positive
147.58333,-9.3,4.42,0.7452000000000001,Magnin_2025,positive
55.1114,30.2527,8.48,,Magnin_2025,positive
55.4318,30.2388,14.18,,Magnin_2025,positive
62.8371,29.12,5.63,,Magnin_2025,positive
76.1622,50.1622,207.0,1.2006,Magnin_2025,positive
160.02221,-9.79721,1.7,0.085,Magnin_2025,positive
24.254,42.487,86.0,,Magnin_2025,positive
136.474,-3.799,3.4,,Magnin_2025,positive
38.66237,40.53325,80.79,1.19232,Magnin_2025,positive
-110.57724,32.38524,57.5,0.1041399999999999,Magnin_2025,positive
38.6462,40.5753,49.95,,Magnin_2025,positive
-120.99722,50.57081,206.3,0.22351,Magnin_2025,positive
157.38333,53.91667,14.9,,Magnin_2025,positive
56.0667,29.8833,9.17,,Magnin_2025,positive
56.075,29.8667,19.62,,Magnin_2025,positive
60.2263,30.6069,27.5,,Magnin_2025,positive
60.367,31.186,16.5,,Magnin_2025,positive
60.881,29.726,30.8,0.17,Magnin_2025,positive
60.4469,30.584,19.2,,Magnin_2025,positive
57.804,33.867,42.0,,Magnin_2025,positive
86.752,51.724,290.0,,Magnin_2025,positive
150.065,-5.743,22.6,,Magnin_2025,positive
157.16667,54.78333,14.18,,Magnin_2025,positive
-125.35202,55.53001,199.0,1.116144,Magnin_2025,positive
92.8833,47.3839,514.0,,Magnin_2025,positive
96.7833,52.9333,500.0,1.0527,Magnin_2025,positive
84.3305,47.5504,320.0,1.626,Magnin_2025,positive
-106.10047,23.60044,59.5,0.032712,Magnin_2025,positive
-102.21241,18.08069,57.5,0.09250612,Magnin_2025,positive
-109.69822,30.256,55.9,,Magnin_2025,positive
-109.55941,30.31444,53.7,10.792419,Magnin_2025,positive
-104.28458,19.16794,57.5,,Magnin_2025,positive
-107.41051,25.02793,57.5,,Magnin_2025,positive
-109.72536,30.37902,52.4,0.4455,Magnin_2025,positive
-112.49466,30.07845,57.5,,Magnin_2025,positive
-69.88333,-28.63333,35.0,5.72439714,Magnin_2025,positive
-79.11944,-6.35833,12.0,22.0752,Magnin_2025,positive
-69.28,-27.27,23.81,4.4194,Magnin_2025,positive
-69.08333,-20.175,31.0,,Magnin_2025,positive
-111.30287,29.39505,57.5,,Magnin_2025,positive
-104.5,20.6,54.0,,Magnin_2025,positive
-79.28083,-5.70472,7.99,,Magnin_2025,positive
-102.03487,19.08369,33.4,3.888520160000001,Magnin_2025,positive
-70.63333,-39.18333,313.8,0.375,Magnin_2025,positive
123.3,7.93333,7.62,,Magnin_2025,positive
-78.57556,-7.11806,10.0,,Magnin_2025,positive
-72.99333,-14.46167,35.9,,Magnin_2025,positive
91.42653,29.52128,13.45,,Magnin_2025,positive
-111.90472,32.52389,64.2,1.809,Magnin_2025,positive
56.8833,29.3917,15.1,0.21,Magnin_2025,positive
56.7667,29.3583,8.48,,Magnin_2025,positive
105.8,49.7,290.0,,Magnin_2025,positive
120.058,43.758,234.9,0.2414282,Magnin_2025,positive
-72.33333,-14.02667,35.6,10.4823,Magnin_2025,positive
-107.23873,25.01337,49.0,,Magnin_2025,positive
-101.05889,18.25944,62.8,,Magnin_2025,positive
126.114,8.112,12.81,,Magnin_2025,positive
134.4,44.1,103.5,,Magnin_2025,positive
157.75,55.23333,14.18,,Magnin_2025,positive
25.232,46.834,8.0,,Magnin_2025,positive
139.11667,57.58333,78.25,,Magnin_2025,positive
-118.61667,49.00972,56.7,0.1092,Magnin_2025,positive
121.926,45.6508,161.8,,Magnin_2025,positive
46.1953,39.0315,21.0,0.2142,Magnin_2025,positive
91.80377,29.31546,24.94,,Magnin_2025,positive
88.8333,46.6667,290.0,,Magnin_2025,positive
-68.75,-22.66667,275.0,,Magnin_2025,positive
126.04583,7.275,12.81,,Magnin_2025,positive
150.63,-23.6869,244.0,0.3,Magnin_2025,positive
-67.75905,-25.09772,14.93,0.1857419999999999,Magnin_2025,positive
92.8107,42.1297,315.7,,Magnin_2025,positive
-69.05139,-22.93667,43.5,0.5152,Magnin_2025,positive
40.6898,40.7827,83.25,,Magnin_2025,positive
-121.64472,52.57141,205.2,0.022289,Magnin_2025,positive
48.8333,36.75,19.62,,Magnin_2025,positive
-120.55422,49.78001,219.15,,Magnin_2025,positive
-127.61642,50.25891,154.0,,Magnin_2025,positive
-69.51167,-23.445,57.9,5.832750000000001,Magnin_2025,positive
-108.17713,32.71844,57.5,0.396195,Magnin_2025,positive
-110.90207,33.33614,61.2,0.072576,Magnin_2025,positive
102.86806,18.92917,279.0,0.0248,Magnin_2025,positive
93.4079,39.0958,290.0,,Magnin_2025,positive
153.45,59.4,94.5,0.89,Magnin_2025,positive
-108.75328,32.31205,57.5,,Magnin_2025,positive
-122.92362,49.70951,154.25,,Magnin_2025,positive
-121.04312,50.45031,208.4,2.19478,Magnin_2025,positive
-125.44082,55.92781,177.4,0.210804,Magnin_2025,positive
-70.17667,-31.24167,7.84,16.30656,Magnin_2025,positive
-70.26667,-33.13333,5.5,133.95536,Magnin_2025,positive
-73.13333,-14.15806,32.0,3.86232,Magnin_2025,positive
-100.99755,19.57284,62.8,,Magnin_2025,positive
-69.5857,-28.3408,13.5,10.621379999999998,Magnin_2025,positive
-111.91788,31.23105,57.5,,Magnin_2025,positive
-80.0,-4.33333,14.0,,Magnin_2025,positive
-86.99773,13.09979,14.18,,Magnin_2025,positive
-70.67944,-37.27,67.0,,Magnin_2025,positive
-70.5,-31.70833,11.18,31.130910000000004,Magnin_2025,positive
-76.13944,-12.97583,100.0,0.2274876,Magnin_2025,positive
-70.25583,-33.2,7.0,17.52,Magnin_2025,positive
-109.14957,28.39468,49.6,0.05078451,Magnin_2025,positive
-127.68333,54.78333,89.0,0.35938,Magnin_2025,positive
-109.86472,28.42556,56.9,,Magnin_2025,positive
-120.43312,49.54361,219.15,,Magnin_2025,positive
-110.487,31.08083,61.8,0.072,Magnin_2025,positive
125.52333,9.25833,3.5,0.0935999999999999,Magnin_2025,positive
94.99884,33.42438,44.95,,Magnin_2025,positive
-109.64219,28.62738,57.4,0.03494428,Magnin_2025,positive
-119.33781,49.38831,52.4,,Magnin_2025,positive
122.683,14.2,12.81,0.0885,Magnin_2025,positive
-119.24,39.05,161.0,1.0992015000000002,Magnin_2025,positive
100.43756,25.52107,34.8,0.31,Magnin_2025,positive
63.7275,29.2075,24.3,,Magnin_2025,positive
22.217,42.747,38.0,,Magnin_2025,positive
-125.33252,55.83111,177.4,,Magnin_2025,positive
25.57,46.47,15.0,,Magnin_2025,positive
125.604,9.493,12.81,,Magnin_2025,positive
147.4415,-34.3099,436.4,,Magnin_2025,positive
150.124,-10.537,19.62,,Magnin_2025,positive
-121.42112,50.92391,61.2,0.5068,Magnin_2025,positive
140.1222,53.2784,78.25,,Magnin_2025,positive
-77.77167,-8.21556,14.73,1.2948034,Magnin_2025,positive
121.3388,16.3921,14.18,,Magnin_2025,positive
22.937,45.984,12.81,,Magnin_2025,positive
58.916,32.489,39.0,,Magnin_2025,positive
135.0722,47.0978,112.5,,Magnin_2025,positive
125.204,10.095,12.81,,Magnin_2025,positive
98.01653,30.99857,36.9,1.521,Magnin_2025,positive
136.58056,55.72222,78.25,,Magnin_2025,positive
136.95,45.38944,78.25,,Magnin_2025,positive
-137.90452,62.0089,104.3,,Magnin_2025,positive
-106.10015,23.26905,54.1,0.1924,Magnin_2025,positive
164.55,66.48,137.9,,Magnin_2025,positive
98.62595,29.9288,37.6,,Magnin_2025,positive
116.46,6.033,7.0,0.9408,Magnin_2025,positive
-120.48252,49.75061,219.15,0.046,Magnin_2025,positive
126.033,7.433,12.81,,Magnin_2025,positive
105.1028,42.7187,290.0,,Magnin_2025,positive
97.88765,31.17185,37.6,0.5805,Magnin_2025,positive
-69.24222,-22.56417,64.0,,Magnin_2025,positive
122.583,9.667,24.94,0.3423,Magnin_2025,positive
150.8145,-24.04941,242.5,,Magnin_2025,positive
-68.9125,-22.38056,32.5,8.9964,Magnin_2025,positive
-70.05817,-23.43117,141.5,5.0,Magnin_2025,positive
125.53,9.712,12.81,,Magnin_2025,positive
126.01374,7.35468,10.0,0.312,Magnin_2025,positive
-67.36667,-31.37833,259.0,,Magnin_2025,positive
121.97544,13.455,20.5,0.7845200000000001,Magnin_2025,positive
-122.08083,46.35639,17.3,1.8828,Magnin_2025,positive
-137.08333,59.01944,34.0,0.29,Magnin_2025,positive
121.35,16.75,25.1,0.23485,Magnin_2025,positive
-110.42622,31.04452,59.3,0.48,Magnin_2025,positive
113.691,43.73,290.0,,Magnin_2025,positive
25.55499,40.86674,29.0,,Magnin_2025,positive
-120.51392,49.29191,201.6,,Magnin_2025,positive
123.56,12.38,24.94,,Magnin_2025,positive
157.51667,-8.08333,3.96,,Magnin_2025,positive
45.9386,38.8772,20.46,0.6936,Magnin_2025,positive
127.40309,-0.46265,12.81,,Magnin_2025,positive
127.40346,-0.45766,12.81,,Magnin_2025,positive
122.733,14.233,20.5,0.2275,Magnin_2025,positive
127.69,1.188,3.96,,Magnin_2025,positive
125.985,7.5,12.81,,Magnin_2025,positive
-120.65782,50.75811,204.0,,Magnin_2025,positive
30.6961,40.0017,19.5,,Magnin_2025,positive
98.85,54.7833,290.0,,Magnin_2025,positive
-120.38194,48.61472,85.1,0.489888,Magnin_2025,positive
47.0627,38.645,30.8,,Magnin_2025,positive
160.16424,-9.61194,21.5,,Magnin_2025,positive
-132.0565,54.7815,437.0,,Magnin_2025,positive
24.1873,42.60492,91.0,0.9028,Magnin_2025,positive
159.53,65.28,122.75,3.999999,Magnin_2025,positive
55.174,30.4256,12.1,1.462,Magnin_2025,positive
48.2167,37.3549,19.62,,Magnin_2025,positive
102.86667,3.85,245.0,0.81,Magnin_2025,positive
95.307,44.1955,412.0,,Magnin_2025,positive
-121.13692,50.50311,206.3,,Magnin_2025,positive
156.043,-6.834,3.96,,Magnin_2025,positive
42.0836,41.5714,54.0,0.0928112,Magnin_2025,positive
34.7157,39.7456,83.25,,Magnin_2025,positive
34.762,39.7314,83.25,,Magnin_2025,positive
35.4459,40.9737,37.55,,Magnin_2025,positive
-126.66862,57.20421,201.2,,Magnin_2025,positive
41.6757,41.1541,83.25,0.0039904,Magnin_2025,positive
-129.87252,57.7961,198.0,,Magnin_2025,positive
-110.8754,33.40826,63.5,10.0233,Magnin_2025,positive
-78.32222,-7.3,20.24,4.353899999999999,Magnin_2025,positive
-121.36667,47.5,25.0,0.3813,Magnin_2025,positive
-157.235,57.054,2.67,,Magnin_2025,positive
25.97,41.01,28.0,,Magnin_2025,positive
-110.42779,31.11303,63.1,1.955,Magnin_2025,positive
-138.57082,62.3569,83.25,,Magnin_2025,positive
-87.3548,14.8011,61.0,,Magnin_2025,positive
-120.47422,49.47641,219.15,,Magnin_2025,positive
-111.58,33.11,70.3,0.0528,Magnin_2025,positive
-131.78696,58.39862,200.0,,Magnin_2025,positive
91.85617,29.25317,24.94,,Magnin_2025,positive
-68.91389,-22.37917,34.7,14.50752,Magnin_2025,positive
-137.23832,62.6092,201.8,0.6930594000000001,Magnin_2025,positive
-121.31082,51.94721,219.15,,Magnin_2025,positive
-78.9,-4.65,156.0,6.061299,Magnin_2025,positive
-68.93121,-22.42184,36.2,,Magnin_2025,positive
47.5442,38.0612,12.81,,Magnin_2025,positive
46.05,39.05,40.0,1.505,Magnin_2025,positive
-111.06749,31.98886,58.1,13.11,Magnin_2025,positive
-125.51362,55.91581,182.0,0.018,Magnin_2025,positive
-130.2503,56.53112,196.0,2.71782,Magnin_2025,positive
46.2586,38.5497,9.12,,Magnin_2025,positive
-69.28056,-19.80972,57.8,0.97,Magnin_2025,positive
-76.66667,1.24167,166.0,1.3533000000000002,Magnin_2025,positive
102.9166,48.5658,290.0,,Magnin_2025,positive
103.7373,49.2552,290.0,,Magnin_2025,positive
102.593,45.8201,290.0,,Magnin_2025,positive
-69.66192,-28.57139,15.3,,Magnin_2025,positive
-123.38832,51.09471,84.9,,Magnin_2025,positive
21.7025,44.73778,72.5,1.75,Magnin_2025,positive
-70.66784,-30.73884,49.95,0.07905,Magnin_2025,positive
147.40505,-34.2347,436.4,,Magnin_2025,positive
150.3928,-23.5756,251.5,,Magnin_2025,positive
149.36474,-33.60354,436.5,0.05124,Magnin_2025,positive
-109.36111,33.10361,55.8,27.466,Magnin_2025,positive
-126.28612,55.18311,52.8,1.27354851,Magnin_2025,positive
22.2,48.92,14.0,,Magnin_2025,positive
-143.47,63.89,70.0,,Magnin_2025,positive
-124.53112,55.13721,186.9,,Magnin_2025,positive
147.95,-20.1969,119.3,0.3,Magnin_2025,positive
127.49,-18.44,1843.0,0.228,Magnin_2025,positive
151.2764,-24.6712,242.5,0.11387832,Magnin_2025,positive
143.2527,-18.24451,310.0,,Magnin_2025,positive
-142.2599,63.6888,83.25,,Magnin_2025,positive
-126.83333,55.65,51.4,,Magnin_2025,positive
148.16,-20.9369,125.0,0.04,Magnin_2025,positive
-124.02752,55.12391,186.9,1.191356,Magnin_2025,positive
-121.64172,52.55441,205.2,1.2050629200000005,Magnin_2025,positive
-118.69536,48.05572,51.2,2.16,Magnin_2025,positive
143.40547,-18.25506,310.0,,Magnin_2025,positive
147.8804,-20.56697,125.0,,Magnin_2025,positive
-125.30222,49.76331,35.0,,Magnin_2025,positive
146.97778,-20.57861,285.0,,Magnin_2025,positive
23.07133,46.13253,12.81,,Magnin_2025,positive
23.06621,46.12892,8.48,,Magnin_2025,positive
29.8966,39.8922,46.74,0.1861499999999999,Magnin_2025,positive
-125.25002,49.76111,35.0,,Magnin_2025,positive
-76.75,7.05,54.7,,Magnin_2025,positive
-121.26442,52.02921,187.0,,Magnin_2025,positive
22.8,46.15,13.3,0.024,Magnin_2025,positive
19.36667,50.61667,298.0,0.87846,Magnin_2025,positive
46.8098,38.7541,39.52,,Magnin_2025,positive
-131.00582,57.3747,222.0,0.305659,Magnin_2025,positive
-126.23812,55.28611,51.0,0.4986399999999999,Magnin_2025,positive
164.7,66.49,140.0,,Magnin_2025,positive
178.165,-18.002,5.5,7.527947,Magnin_2025,positive
90.81667,29.46667,14.76,0.5,Magnin_2025,positive
121.709,45.78,134.0,0.1599972,Magnin_2025,positive
104.7167,49.25,290.0,,Magnin_2025,positive
97.7814,48.5803,273.0,,Magnin_2025,positive
-83.409,9.68,14.18,0.015,Magnin_2025,positive
94.78,33.53,40.86,,Magnin_2025,positive
83.5,32.88,119.5,1.9999995,Magnin_2025,positive
38.825,38.5552,79.43,,Magnin_2025,positive
-142.7283,62.2272,109.5,,Magnin_2025,positive
